compania;fecha;usucrea;entidad;contrato;nocontrato;ambito;pabellon;cup
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 15:10;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:17;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 15:17;PATRICIA PINEDA (Contratacion Salud);800251440-6;PLANES MODULARES.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:21;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:21;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:21;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:21;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:21;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:22;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS- MEDICINA PREPAGADA. INTEGRAL.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:34;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 15:35;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:36;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:36;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 15:36;PATRICIA PINEDA (Contratacion Salud);890903790-5;SEGUROS DE VIDA SURAMERICANA S.A.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:49;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:50;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 15:50;PATRICIA PINEDA (Contratacion Salud);890903790-5;MEDICINA PREPAGADA.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:05;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 16:06;PATRICIA PINEDA (Contratacion Salud);800088702-2;EPS SURA.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:17;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:17;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:17;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Hospitalizacion;UCI-P;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:18;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:19;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD EPS-S.;N.A;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 16:29;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:29;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:29;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:29;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:29;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 16:30;PATRICIA PINEDA (Contratacion Salud);800140949-6;CAFESALUD.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:43;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:43;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 16:44;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 16:45;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 16:46;PATRICIA PINEDA (Contratacion Salud);800250119-1;SALUDCOOP.;NO REGISTRA;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:09;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:10;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:11;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 17:12;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 17:12;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 17:12;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;14/05/2014 17:12;PATRICIA PINEDA (Contratacion Salud);800114312-5;DIRECCION TERRITORIAL DE SALUD DE CALDAS.;100.14.4;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;ADICCIONES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;CRONICAS MUJERES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;CRONICOS HOMBRES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;INIMPUTABLES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;INTERMEDIOS HOMBRES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;INTERMEDIOS MUJERES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;JUAN CIUDAD;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;PISO HOMBRES;S12743
CLINICA SAN JUAN DE DIOS;15/05/2014 09:24;PATRICIA PINEDA (Contratacion Salud);800114312-5;CRONICOS.;100.14.4.160;Hospitalizacion;PISO MUJERES;S12743
